BusinessEntityID	PersonType	NameStyle	Title	FirstName	MiddleName	LastName	Suffix	EmailPromotion	AdditionalContactInfo	Demographics	rowguid	ModifiedDate
39	EM	0	NULL	Ed	R	Dudenhoefer	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	83C88383-9C3E-42C5-AE09-965B5F9EF5B1	2010-01-29 
40	EM	0	NULL	JoLynn	M	Dobney	NULL	1	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	E8E5C9DA-F808-4439-BF5C-B28236BB8467	2007-12-19 
41	EM	0	NULL	Bryan	NULL	Baker	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	A32E8274-08DC-4596-AB1F-BA6263CBC676	2009-01-14 
42	EM	0	NULL	James	D	Kramer	NULL	2	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	F4F040E0-02A0-4905-B964-2E894D0F0B94	2008-12-20 
43	EM	0	NULL	Nancy	A	Anderson	NULL	1	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	0681C8F9-D2EC-47D9-9BD4-751B14EAED50	2008-12-26 
44	EM	0	NULL	Simon	D	Rapier	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	FF8EDBFC-A9A3-4C5D-8AFF-DF4D6F18DAFF	2008-12-01 
45	EM	0	NULL	Thomas	R	Michaels	NULL	1	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	2CAF9ADC-7A33-48CF-B4B7-3C57D9DE39C4	2009-02-19 
46	EM	0	NULL	Eugene	O	Kogan	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	FB0068EA-49D4-4E82-9895-2680CF59385E	2009-02-01 
47	EM	0	NULL	Andrew	R	Hill	NULL	1	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	B6439F4F-E57D-4293-B0C8-8919591055A3	2009-02-15 
48	EM	0	NULL	Ruth	Ann	Ellerbrock	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	9BE35B50-2024-4785-9393-7C7AB8D9634D	2007-12-30 
49	EM	0	NULL	Barry	K	Johnson	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	CB28BE2E-DE93-4409-BACE-DF6042D04815	2013-11-29 
50	EM	0	NULL	Sidney	M	Higa	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	A20BB9F5-3BBB-4AB6-9BFA-6AED32C30204	2008-01-26 
51	EM	0	NULL	Jeffrey	L	Ford	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	293DF609-2FA3-4C00-A891-ACE08661FE70	2008-02-13 
52	EM	0	NULL	Doris	M	Hartwig	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	075AB67F-BFBD-4433-B33E-C65B2C045B6B	2014-01-31 
53	EM	0	NULL	Diane	R	Glimp	NULL	2	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	9EA27F41-36BB-4456-A506-2B87C416FB0C	2008-03-21 
54	EM	0	NULL	Bonnie	N	Kearney	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	AB066D28-404A-436E-A17A-789D7F2638D3	2009-12-25 
55	EM	0	NULL	Taylor	R	Maxwell	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	9F81714B-0C9C-43C3-8DF5-180CB0A42D40	2013-12-31 
56	EM	0	NULL	Denise	H	Smith	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	77F4AC33-E165-49D7-BC6A-F3C2DC069C9B	2009-01-29 
57	EM	0	NULL	Frank	T	Miller	NULL	1	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	05516FB2-586E-43F5-A87C-5E236F8DB8AD	2009-02-16 
58	EM	0	NULL	Kendall	C	Keil	NULL	2	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	CA8D648A-166B-4D61-9AE0-A0B1FFECFB1B	2008-11-28 
59	EM	0	NULL	Bob	N	Hohman	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	6384295C-C932-47C0-8E97-71D94F83CD31	2008-12-17 
60	EM	0	NULL	Pete	C	Male	NULL	2	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	0AEB5713-8BB0-4B8D-BF81-777158E5FF09	2009-01-04 
61	EM	0	NULL	Diane	H	Tibbott	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	E054FFC1-258C-4DA4-B2C1-40E155F4C88B	2009-01-11 
62	EM	0	NULL	John	T	Campbell	NULL	1	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	F5A4CC1B-AEFA-46CA-8888-2CA1C6D4034B	2014-02-07 
63	EM	0	NULL	Maciej	W	Dusza	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	611D56EB-C29D-4F90-A5C6-1B3B2D44E5F8	2010-01-22 
64	EM	0	NULL	Michael	J	Zwilling	NULL	1	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	DCC5AA7B-C09A-47A5-86A2-90D88191EBE6	2010-02-16 
65	EM	0	NULL	Randy	T	Reeves	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	D988D8E0-C335-4F4C-9ED9-199FEB7FD4A7	2010-02-16 
66	EM	0	NULL	Karan	R	Khanna	NULL	1	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	58C97993-7491-49EE-BFDD-CD80CE2C922A	2009-12-15 
67	EM	0	NULL	Jay	G	Adams	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	2FE289A7-CE57-49E5-BE61-3E6580D22EA6	2009-02-26 
68	EM	0	NULL	Charles	B	Fitzgerald	NULL	2	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	1E7CD457-A854-4D68-ACFB-3D752EEBD231	2009-11-26 
69	EM	0	NULL	Steve	F	Masters	NULL	1	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	85F55758-54C4-4048-ACBE-BD9515669122	2009-02-08 
70	EM	0	NULL	David	J	Ortiz	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	60245B9F-EABD-48CF-9FA9-C5DD48BCB3DF	2008-12-08 
71	EM	0	NULL	Michael	Sean	Ray	NULL	2	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	CA42A0B4-C068-4C75-A8A3-DE8953760927	2009-02-08 
72	EM	0	NULL	Steven	T	Selikoff	NULL	2	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	7455FEFF-9238-4C29-819F-A4DF6508C0F8	2008-11-24 
73	EM	0	NULL	Carole	M	Poland	NULL	2	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	4EE4FAF4-9C85-4022-B07F-956F1C5595D5	2008-12-12 
74	EM	0	NULL	Bjorn	M	Rettig	NULL	1	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	056617D9-E65F-41C7-98AF-9C14C4569652	2008-12-31 
75	EM	0	NULL	Michiko	F	Osada	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	670CE5A5-2B86-4AD7-AEF5-DF2AAAC4A6AB	2009-01-19 
76	EM	0	NULL	Carol	M	Philips	NULL	2	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	7AC771B3-347A-49FA-9298-487B02FA359D	2009-02-05 
77	EM	0	NULL	Merav	A	Netz	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	F9427582-FD1B-45DE-922D-2C2C58CEA0F7	2009-02-24 
78	EM	0	NULL	Reuben	H	D'sa	NULL	2	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	AEBEAA5B-D861-4703-A959-6D0F6F4CDF74	2008-12-08 
79	EM	0	NULL	Eric	L	Brown	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	D0EFAF3A-04DC-442F-9AA1-926C38105241	2010-01-17 
80	EM	0	NULL	Sandeep	P	Kaliyath	NULL	2	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	7E5B79F9-5B7A-41DC-850F-23B4764B5161	2010-01-10 
81	EM	0	NULL	Mihail	U	Frintu	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	1062CA88-998C-472C-8BD5-9F3D4BC4D2FB	2009-12-22 
82	EM	0	NULL	Jack	T	Creasey	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	ED8B39AF-5DA5-405F-8C38-A6C3AC25CA1B	2010-02-24 
83	EM	0	NULL	Patrick	M	Cook	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	F03E1512-0DC2-4329-8F21-6C5DBB9996F3	2010-02-05 
84	EM	0	NULL	Frank	R	Martinez	NULL	1	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	B66AB99E-691C-4CAC-B62D-579816800BFA	2010-01-29 
85	EM	0	NULL	Brian	Richard	Goldstein	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	61CE0232-4144-48AE-BA3B-1D509505F106	2009-12-04 
86	EM	0	NULL	Ryan	L	Cornelsen	NULL	2	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	0E3F7512-87A6-4C0D-9E02-30919A75BF60	2008-12-29 
87	EM	0	NULL	Cristian	K	Petculescu	NULL	1	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	45FE0378-ED23-4D24-A5F5-11B10B402980	2008-12-15 
88	EM	0	NULL	Betsy	A	Stadick	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	C214AB1E-A07E-4A62-9033-19DDE0DE1937	2009-12-11 
89	EM	0	NULL	Patrick	C	Wedge	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	CD334AC3-EE11-4999-BBA1-7F33DE161124	2010-01-25 
90	EM	0	NULL	Danielle	C	Tiedt	NULL	1	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	852A07EE-1D24-4810-8121-365DAB884C8D	2010-02-13 
91	EM	0	NULL	Kimberly	B	Zimmerman	NULL	0	NULL	 xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>	67647D8C-C685-4704-81B7-AE1087CC2C6D	2010-01-05 
